datetaken,latitude,longitude,owner,ownername,relevant,title,url,wild
2020-08-17T14:02:29.000Z,0,0,46117671@N08,s wainwright,true,"2020 - 08 - 17 - EOS 600D - Grevy's Zebra - Chester Zoo - 000 - 00",https://live.staticflickr.com/65535/50245503413_3f86147f1d_b.jpg,false
2020-08-17T14:08:44.000Z,0,0,46117671@N08,s wainwright,true,"2020 - 08 - 17 - EOS 600D - Grevy's Zebra - Chester Zoo - 004",https://live.staticflickr.com/65535/50245471708_7fa188a312_b.jpg,false
2020-08-11T10:38:02.000Z,52.377040,1.110239,16557826@N04,Paul Webb.,true,"Grevy's Zebra.",https://live.staticflickr.com/65535/50251745268_6cc20fc5e1_b.jpg,false
2020-08-17T14:08:36.000Z,0,0,46117671@N08,s wainwright,true,"2020 - 08 - 17 - EOS 600D - Grevy's Zebra - Chester Zoo - 003",https://live.staticflickr.com/65535/50245479428_286a4810c9_b.jpg,false
2020-08-17T14:09:03.000Z,0,0,46117671@N08,s wainwright,true,"2020 - 08 - 17 - EOS 600D - Grevy's Zebra - Chester Zoo - 006",https://live.staticflickr.com/65535/50245461853_c28c55156d_b.jpg,false
2020-08-21T12:26:09.000Z,0,0,132868561@N05,Richard__K,true,YWP-51,https://live.staticflickr.com/65535/50252735707_d04d3c7c33_b.jpg,false
2020-08-17T14:02:35.000Z,0,0,46117671@N08,s wainwright,true,"2020 - 08 - 17 - EOS 600D - Grevy's Zebra - Chester Zoo - 001",https://live.staticflickr.com/65535/50246330037_e2ca8225a6_b.jpg,false
2020-08-15T11:40:25.000Z,0,0,130392678@N06,"HDR's Photos",true,ZEBRA,https://live.staticflickr.com/65535/50234338883_f7b6cd9a0d_b.jpg,false
2020-08-15T11:42:12.000Z,0,0,130392678@N06,"HDR's Photos",true,ZEBRA,https://live.staticflickr.com/65535/50234994401_40e5271441_b.jpg,false
2020-08-15T11:43:08.000Z,0,0,130392678@N06,"HDR's Photos",true,ZEBRA,https://live.staticflickr.com/65535/50235210032_618a0d3d66_b.jpg,false
2020-08-15T09:46:23.000Z,53.501876,-1.038798,186349265@N08,bkandllbrady,true,We Are Together !!,https://live.staticflickr.com/65535/50232082066_8b8827342f_b.jpg,false
2020-08-07T11:29:36.000Z,53.228337,-2.887069,47439051@N08,Lawrence Holmes.,true,P1080429-1 Grevy’s zebra,https://live.staticflickr.com/65535/50225909431_492ea74f21_b.jpg,false
2020-08-11T12:22:00.000Z,0,0,66833533@N03,mark f2.9,true,Two Zebra Foals and Mothers,https://live.staticflickr.com/65535/50228487111_fd7bd63aec_b.jpg,false
2020-08-11T12:26:45.000Z,0,0,66833533@N03,mark f2.9,true,Zebra Foal (12 hours old) and Mother  1,https://live.staticflickr.com/65535/50228706547_24c6209e36_b.jpg,false
2020-08-10T08:58:31.000Z,0,0,71867996@N04,Harry Rother,true,"Portrait of a Grevy's Zebra",https://live.staticflickr.com/65535/50221644357_44b4346ca6_b.jpg,false
2020-08-11T12:21:44.000Z,0,0,66833533@N03,mark f2.9,true,Zebra Foal (12 hours old) and Mother 3,https://live.staticflickr.com/65535/50227844463_b70d45b9a5_b.jpg,false
2020-08-14T14:50:46.000Z,0,0,126654647@N04,jwilko_87,true,Zebra at Blackpool Zoo,https://live.staticflickr.com/65535/50226994916_8a343e0d0b_b.jpg,false
2020-08-11T12:18:24.000Z,0,0,66833533@N03,mark f2.9,true,Zebra Foal (12 hours old) and Mother 4,https://live.staticflickr.com/65535/50228487366_3337538207_b.jpg,false
2020-08-09T12:13:24.000Z,0,0,35142064@N03,Mike Rogers Pix,true,Bronx Zoo Zebra,https://live.staticflickr.com/65535/50215798578_0d7c9bb26a_b.jpg,false
2020-08-08T10:50:36.000Z,0,0,159329449@N08,martin48.me,true,In Black & White,https://live.staticflickr.com/65535/50205429458_ab90594432_b.jpg,unknown
2020-07-07T14:24:12.000Z,45.685796,-1.166197,125057668@N02,Paul MOINE,true,Zèbre de Grévy (Equus grevyi),https://live.staticflickr.com/65535/50203439361_3db74ee897_b.jpg,false
2020-06-14T20:57:17.000Z,0,0,184352577@N07,geo476,true,Grevey Zebra,https://live.staticflickr.com/65535/50202210661_84ddcce274_b.jpg,unknown
2020-07-31T11:38:53.000Z,0,0,128203201@N02,Eddy L.,true,Tg Nbg               2 1/2  Wochen         200731,https://live.staticflickr.com/65535/50174802322_40b8f39bd0_b.jpg,false
2020-07-07T11:20:40.000Z,45.685796,-1.166197,125057668@N02,Paul MOINE,true,Zèbre de Grévy (Equus grevyi),https://live.staticflickr.com/65535/50202480457_7130a32fd8_b.jpg,false
2020-07-07T11:15:44.000Z,45.685796,-1.166197,125057668@N02,Paul MOINE,true,Zèbre de Grévy (Equus grevyi),https://live.staticflickr.com/65535/50202215766_85de28fb2d_b.jpg,false
2020-08-04T14:11:52.000Z,0,0,73346041@N02,snapperpeter,true,200804-Chester_Zoo-4142,https://live.staticflickr.com/65535/50191561442_d1d317a810_b.jpg,false
2020-07-07T11:21:35.000Z,45.685796,-1.166197,125057668@N02,Paul MOINE,true,Zèbre de Grévy (Equus grevyi),https://live.staticflickr.com/65535/50201672208_48d247c255_b.jpg,false
2020-08-07T12:22:04.000Z,0,0,69085456@N06,Geof.S,true,Marwell Zebra _DSC0053 Aug 7,https://live.staticflickr.com/65535/50200286186_40dbbf49ba_b.jpg,false
2020-08-04T13:29:13.000Z,0,0,182015793@N07,The ND Bus Man,true,"Paignton Zoo - Hartmann's Zebra",https://live.staticflickr.com/65535/50200322697_2fbf816a61_b.jpg,false
2020-08-07T12:29:24.000Z,0,0,69085456@N06,Geof.S,true,Marwell Zebra _DSC0132 Aug 7,https://live.staticflickr.com/65535/50200286276_22814c0419_b.jpg,false
2020-07-07T11:22:46.000Z,45.685796,-1.166197,125057668@N02,Paul MOINE,true,Zèbre de Grévy (Equus grevyi),https://live.staticflickr.com/65535/50202214951_38eff1dcfa_b.jpg,false
2020-07-07T11:27:19.000Z,0,0,127124365@N04,riesebusch,true,"Tierpark Berlin: Hartmann Bergzebra  - Berlin Tierpark (Animal Park): Hartrmann's mountain zebra (Equs zebra hartmannae Matschie)",https://live.staticflickr.com/65535/50198218133_d502e84266_b.jpg,false
2020-08-01T10:43:52.000Z,53.224944,-2.885889,41894148532@N01,Neil T,true,"Grevy's Zebras",https://live.staticflickr.com/65535/50181029152_4f14c2ea43_b.jpg,false
2020-08-01T09:49:34.000Z,0,0,39727496@N06,Flybr1dge,true,047 Yorkshire Wildlife Park,https://live.staticflickr.com/65535/50189591711_f599f40b32_b.jpg,false
2020-08-01T10:44:18.000Z,53.224913,-2.885912,41894148532@N01,Neil T,true,"Grevy's Zebra",https://live.staticflickr.com/65535/50180776606_d93dde509b_b.jpg,false
2020-08-01T10:42:33.000Z,53.225094,-2.885687,41894148532@N01,Neil T,true,Zebra,https://live.staticflickr.com/65535/50181029452_d77288cb16_b.jpg,false
2020-07-28T11:59:43.000Z,0,0,126972400@N03,erik.verheyen,true,Animals in Black & White,https://live.staticflickr.com/65535/50161585358_7108794c72_b.jpg,false
2020-07-21T00:29:30.000Z,0,0,23728942@N04,RoshZam,true,Kolmården wildlife park,https://live.staticflickr.com/65535/50160048352_aa8436e31c_b.jpg,false
2020-07-21T17:50:36.000Z,0,0,65676465@N08,tiger3663,true,Zebra Charge-1,https://live.staticflickr.com/65535/50159899268_3839eb619a_b.jpg,false
2020-07-21T12:46:45.000Z,48.094534,11.553368,134011950@N04,Jutta Achrainer,true,Hartmann-Bergzebra (in explore),https://live.staticflickr.com/65535/50154436226_6f84dd0a8a_b.jpg,false
2020-07-25T13:05:09.000Z,0,0,118408777@N06,Palmius Photo,true,Zebra,https://live.staticflickr.com/65535/50152452546_22f6038c98_b.jpg,false
2020-07-22T10:36:59.000Z,0,0,71867996@N04,Harry Rother,true,Horsing around?,https://live.staticflickr.com/65535/50146633453_0922a4fa20_b.jpg,false
2020-07-25T13:05:11.000Z,0,0,118408777@N06,Palmius Photo,true,Zebra,https://live.staticflickr.com/65535/50151900318_54ae400857_b.jpg,false
2020-06-18T14:08:02.000Z,49.203561,8.110386,57256462@N07,Cloudtail the Snow Leopard,true,"Hartmann's mountain zebra",https://live.staticflickr.com/65535/50141599472_ace19dd708_b.jpg,false
2020-10-04T12:20:09.000Z,53.504294,-1.041190,46810521@N04,Dave_Johnson,true,"Grévy's Zebra - Yorkshire Wildlife Park, October 2020",https://live.staticflickr.com/65535/50507447636_ac0f762ab5_b.jpg,false
2020-08-06T16:22:17.000Z,48.345102,10.917938,57256462@N07,Cloudtail the Snow Leopard,true,"Grévy's zebra",https://live.staticflickr.com/65535/50516784906_b57cb0e4d6_b.jpg,false
2020-10-16T15:43:03.000Z,42.479123,-83.161858,34961066@N00,Maia C,true,,https://live.staticflickr.com/65535/50513579192_fc153c0625_b.jpg,false
2020-10-04T12:19:19.000Z,53.504294,-1.041190,46810521@N04,Dave_Johnson,true,"Grévy's Zebra - Yorkshire Wildlife Park, October 2020",https://live.staticflickr.com/65535/50507447326_9d0febbcf1_b.jpg,false
2020-07-10T09:26:46.000Z,0,0,14833004@N00,Wild about Safari,true,Mikumi National Park,https://live.staticflickr.com/65535/50140151116_d14aac8edf_b.jpg,true
2020-10-04T10:57:22.000Z,53.504294,-1.041190,46810521@N04,Dave_Johnson,true,"Grévy's Zebra - Yorkshire Wildlife Park, October 2020",https://live.staticflickr.com/65535/50505538243_02b4d33a5e_b.jpg,false
2020-10-15T09:37:50.000Z,0,0,184588066@N03,Bitter Lemon 67,true,Grevy - Zebras,https://live.staticflickr.com/65535/50490100562_c48fe6b098_b.jpg,false
2020-10-15T11:47:48.000Z,0,0,147571534@N05,Mackem Magic,true,Zebra,https://live.staticflickr.com/65535/50489865466_d95cfce1a8_b.jpg,false
2020-10-12T14:35:02.000Z,48.831740,2.418354,134532795@N05,olivier.ghettem,true,Zèbres de Grévy,https://live.staticflickr.com/65535/50497028348_5ba9f69d6e_b.jpg,false
2020-10-15T17:54:19.000Z,0,0,46407084@N04,Mejxu,true,Zebra,https://live.staticflickr.com/65535/50489131508_477aec410e_b.jpg,false
2020-10-15T11:47:29.000Z,0,0,147571534@N05,Mackem Magic,true,Zebra,https://live.staticflickr.com/65535/50489867496_92a5800355_b.jpg,false
2020-07-21T17:50:36.000Z,0,0,65676465@N08,tiger3663,true,Zebra at Speed-1,https://live.staticflickr.com/65535/50470887961_9d8b3d8d3a_b.jpg,false
2020-10-15T09:37:47.000Z,0,0,184588066@N03,Bitter Lemon 67,true,Grevy - Zebras,https://live.staticflickr.com/65535/50489952661_fd0fd3f0dc_b.jpg,false
2020-02-08T12:09:40.000Z,-3.239314,36.860763,109544413@N05,Photoski141,true,Zebra Portrait 2,https://live.staticflickr.com/65535/50499048013_c9bcd2dd55_b.jpg,true
2020-10-15T11:47:45.000Z,0,0,147571534@N05,Mackem Magic,true,Zebra,https://live.staticflickr.com/65535/50489155263_3ca55e39a3_b.jpg,false
2020-10-12T14:35:22.000Z,48.831740,2.418344,134532795@N05,olivier.ghettem,true,Zèbre de Grévy,https://live.staticflickr.com/65535/50497736041_10e9ccd1f7_b.jpg,false
2020-10-12T14:30:35.000Z,48.831726,2.418365,134532795@N05,olivier.ghettem,true,Zèbre de Grévy,https://live.staticflickr.com/65535/50480830427_61a917688e_b.jpg,false
2020-10-04T10:58:28.000Z,53.504294,-1.041190,46810521@N04,Dave_Johnson,true,"Grévy's Zebra - Yorkshire Wildlife Park, October 2020",https://live.staticflickr.com/65535/50506252571_fcd2e8e981_b.jpg,false
2020-10-04T09:58:17.000Z,53.504294,-1.041190,46810521@N04,Dave_Johnson,true,"Zebra - Yorkshire Wildlife Park, October 2020",https://live.staticflickr.com/65535/50501470283_b0e151e82b_b.jpg,false
2020-10-15T11:47:41.000Z,0,0,147571534@N05,Mackem Magic,true,Zebra,https://live.staticflickr.com/65535/50489156308_2dcf1dc4f9_b.jpg,false
2020-09-26T10:34:34.000Z,0,0,155735081@N04,Ramon Casas,true,R Reserve Afr Sigean -  Zebra de Grevy,https://live.staticflickr.com/65535/50431662306_c1f558d2f9_b.jpg,true
2020-09-06T11:59:58.000Z,0,0,190562161@N05,olivia_m_photo,true,Zebra,https://live.staticflickr.com/65535/50451774377_c90a4390ae_b.jpg,false
2020-10-07T12:20:28.000Z,0,0,62181186@N08,safariman2011,true,Mountain zebra - Equus zebra,https://live.staticflickr.com/65535/50438536757_70d811798e_b.jpg,false
2020-09-19T11:13:08.000Z,53.501466,-1.038037,18029813@N00,Ian-Cole,true,"Grevy's Zebra",https://live.staticflickr.com/65535/50451762016_7ec29aeafe_b.jpg,false
2020-09-17T14:33:46.000Z,52.091438,0.270537,71706247@N00,Steve Gilham,true,Zebra,https://live.staticflickr.com/65535/50445618197_ca3af90839_b.jpg,false
2020-10-07T12:19:35.000Z,0,0,62181186@N08,safariman2011,true,Mountain zebra - Equus zebra,https://live.staticflickr.com/65535/50437668698_4f0df320d9_b.jpg,false
2020-10-07T12:18:05.000Z,0,0,62181186@N08,safariman2011,true,Mountain zebra - Equus zebra,https://live.staticflickr.com/65535/50437667403_5d4a546c1d_b.jpg,false
2020-10-06T23:15:59.000Z,0,0,126483205@N08,Martin Snicer Photography,true,Zebra,https://live.staticflickr.com/65535/50441143911_0fc631714a_b.jpg,unknown
2020-10-07T12:20:31.000Z,0,0,62181186@N08,safariman2011,true,Mountain zebra - Equus zebra,https://live.staticflickr.com/65535/50437666923_7444e4ca6a_b.jpg,false
2020-07-05T13:32:26.000Z,0,0,67011548@N00,avsfan1321,true,IMG_6877,https://live.staticflickr.com/65535/50433133228_424928cdc8_b.jpg,false
2020-08-20T10:21:21.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0279,https://live.staticflickr.com/65535/50409724188_df6e9f1ab2_b.jpg,false
2020-07-05T13:32:37.000Z,0,0,67011548@N00,avsfan1321,true,IMG_6879,https://live.staticflickr.com/65535/50433132988_87975ca431_b.jpg,false
2020-08-02T14:00:13.000Z,0,0,8418483@N06,Tristan27,true,20200802 - Whipsnade - 63 - DSC_7260,https://live.staticflickr.com/65535/50433099677_b394f68ecc_b.jpg,false
2020-08-14T12:41:06.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A1200,https://live.staticflickr.com/65535/50392572421_67f28121d2_b.jpg,unknown
2020-09-21T13:29:43.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50375384586_410c75db3c_b.jpg,false
2020-08-20T13:26:50.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0923,https://live.staticflickr.com/65535/50409725763_f299e1c1ab_b.jpg,unknown
2020-09-21T13:30:06.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50374636638_cb5577799e_b.jpg,false
2020-07-05T13:32:16.000Z,0,0,67011548@N00,avsfan1321,true,IMG_6876,https://live.staticflickr.com/65535/50433991407_6ccebbe67a_b.jpg,false
2020-08-20T10:19:57.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0240,https://live.staticflickr.com/65535/50409723513_bba7097616_b.jpg,false
2020-07-03T11:23:09.000Z,0,0,190326498@N05,alexlay365,true,Grevys Zebra,https://live.staticflickr.com/65535/50399267733_9cb86abf8f_b.jpg,false
2020-09-19T05:17:03.000Z,0,0,190278682@N05,egnkffgt5,true,IMG_8841,https://live.staticflickr.com/65535/50367552713_66a811e835_b.jpg,unknown
2020-06-21T11:27:46.000Z,0,0,185158472@N07,aaron.voice,true,Zebra,https://live.staticflickr.com/65535/50432926258_fffc80fbe2_b.jpg,false
2020-09-28T10:22:03.000Z,0,0,9543545@N02,Picster Jimster,true,Grevy Zebra,https://live.staticflickr.com/65535/50395464908_af3ddef0d4_b.jpg,false
2020-09-09T12:05:12.000Z,47.736272,7.351358,39235361@N06,Jordane Prestrot,true,_K006359,https://live.staticflickr.com/65535/50363401811_a3493b8b88_b.jpg,false
2020-09-20T11:54:24.000Z,0,0,25501326@N02,yuki_alm_misa,true,グレビーシマウマ　親子,https://live.staticflickr.com/65535/50362504527_f68c54ee62_b.jpg,false
2020-08-20T10:21:56.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0298,https://live.staticflickr.com/65535/50410583737_138c7c1fa8_b.jpg,false
2020-08-20T10:19:13.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0230,https://live.staticflickr.com/65535/50410580342_57cf04d70a_b.jpg,false
2020-06-21T11:31:43.000Z,0,0,185158472@N07,aaron.voice,true,"Zebra's",https://live.staticflickr.com/65535/50433621196_4b68128d89_b.jpg,unknown
2020-08-20T10:21:05.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0267,https://live.staticflickr.com/65535/50409724713_b4278323d8_b.jpg,false
2020-08-10T10:25:45.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis BB2A1151,https://live.staticflickr.com/65535/50375389796_a92e455dd5_b.jpg,false
2020-09-21T13:29:41.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50374694163_9827887ab9_b.jpg,false
2020-09-21T13:06:44.000Z,0,0,20877714@N05,Ken McChesney,true,Zebra - 3557,https://live.staticflickr.com/65535/50372606268_c50b330aa8_b.jpg,false
2020-09-21T13:26:33.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra & Foals",https://live.staticflickr.com/65535/50375559212_f84aee1abc_b.jpg,false
2020-08-20T10:20:46.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0261,https://live.staticflickr.com/65535/50410581592_92323eb427_b.jpg,false
2020-07-05T13:32:36.000Z,0,0,67011548@N00,avsfan1321,true,IMG_6878,https://live.staticflickr.com/65535/50433824616_a4af2c2cc9_b.jpg,false
2020-06-21T11:27:41.000Z,0,0,185158472@N07,aaron.voice,true,Zebra,https://live.staticflickr.com/65535/50432923278_7c310510ef_b.jpg,false
2020-08-20T13:27:19.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0928,https://live.staticflickr.com/65535/50410584532_155620c9ca_b.jpg,false
2020-08-20T13:30:24.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0938,https://live.staticflickr.com/65535/50410432656_e342e0f33d_b.jpg,false
2020-09-17T09:35:54.000Z,0,0,71867996@N04,Harry Rother,true,"Portrait of a Grevy's Zebra",https://live.staticflickr.com/65535/50358033098_a59e9d97da_b.jpg,false
2020-09-21T13:29:48.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50374679388_17acd51bc2_b.jpg,false
2020-09-19T05:20:44.000Z,0,0,190278682@N05,egnkffgt5,true,IMG_8849,https://live.staticflickr.com/65535/50368398427_fb839938eb_b.jpg,unknown
2020-09-18T11:43:12.000Z,0,0,51746586@N06,littlestschnauzer,true,Barcoded,https://live.staticflickr.com/65535/50412895312_a11847c7e7_b.jpg,false
2020-08-20T10:19:17.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0234,https://live.staticflickr.com/65535/50410430431_91a74274d8_b.jpg,false
2020-09-21T13:28:38.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foals",https://live.staticflickr.com/65535/50375559432_99fc12afe6_b.jpg,false
2020-09-21T14:23:19.000Z,53.225397,-2.885712,70318500@N00,tommyajohansson,true,"Grevy's zebra",https://live.staticflickr.com/65535/50375965792_0d1b97fc11_b.jpg,false
2020-09-20T11:54:30.000Z,0,0,25501326@N02,yuki_alm_misa,true,グレビーシマウマ　親子,https://live.staticflickr.com/65535/50361645758_e420a51a79_b.jpg,false
2020-08-14T09:58:11.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0234,https://live.staticflickr.com/65535/50392740677_2651a38e7b_b.jpg,false
2020-09-21T13:25:24.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra",https://live.staticflickr.com/65535/50374685958_fc09a695c0_b.jpg,false
2020-09-21T13:27:15.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50375384186_122e5715f1_b.jpg,false
2020-09-21T13:26:18.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50375394071_e26e8c491f_b.jpg,false
2020-09-21T13:29:42.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50374691638_7db566fbdb_b.jpg,false
2020-09-21T13:29:28.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra & Foal",https://live.staticflickr.com/65535/50374685978_66979ce023_b.jpg,false
2020-09-14T17:12:00.000Z,0,0,94128947@N08,bleibend,true,"Magdeburg (Sachsen-Anhalt), Zoo Zebra",https://live.staticflickr.com/65535/50377215973_85098d1e6a_b.jpg,false
2020-08-06T09:52:22.000Z,48.345083,10.917874,57256462@N07,Cloudtail the Snow Leopard,true,"Grévy's zebra",https://live.staticflickr.com/65535/50398352751_59f092af64_b.jpg,false
2020-08-14T09:58:09.000Z,0,0,62950692@N03,j.a.kok,true,grevy´s zebra artis 094A0229,https://live.staticflickr.com/65535/50392740067_b94277d672_b.jpg,false
2020-09-21T14:23:29.000Z,53.225397,-2.885712,70318500@N00,tommyajohansson,true,"Grevy's zebra",https://live.staticflickr.com/65535/50375799601_a6a5dd67ac_b.jpg,false
2020-09-22T10:58:11.000Z,0,0,49722239@N05,Barry R Martin,true,Black and White,https://live.staticflickr.com/65535/50377542413_b270ddd738_b.jpg,false
2020-09-21T13:29:47.000Z,0,0,189059870@N04,emma.ella1,true,"Hartmann's Mountain Zebra Foal",https://live.staticflickr.com/65535/50375561387_18fd017a26_b.jpg,false
2020-09-20T11:05:36.000Z,0,0,157191912@N04,SamSturdey,true,"Grevy's Zebra",https://live.staticflickr.com/65535/50368838666_8c0715ce7e_b.jpg,false
2020-09-17T11:17:44.000Z,0,0,42681849@N07,zphotographics,true,"920_0279 Grevy's Zebra",https://live.staticflickr.com/65535/50359254078_fdbcd837bf_b.jpg,false
2020-09-17T11:18:06.000Z,0,0,42681849@N07,zphotographics,true,"920_0281 Grevy's Zebra",https://live.staticflickr.com/65535/50359950451_c36788784a_b.jpg,false
2020-09-17T11:27:34.000Z,0,0,42681849@N07,zphotographics,true,"920_0305 Grevy's Zebra",https://live.staticflickr.com/65535/50359918421_38c1eb23cb_b.jpg,unknown
2020-09-15T12:27:28.000Z,0,0,73812101@N06,pedrolfa,true,0D9A8214,https://live.staticflickr.com/65535/50345194473_4e02f62b4b_b.jpg,true
2020-09-17T11:18:28.000Z,0,0,42681849@N07,zphotographics,true,"920_0283 Grevy's Zebra",https://live.staticflickr.com/65535/50359947511_bb5fc50fcd_b.jpg,false
2020-09-17T11:18:04.000Z,0,0,42681849@N07,zphotographics,true,"920_0280 Grevy's Zebra",https://live.staticflickr.com/65535/50359952561_e5a615e488_b.jpg,unknown
2020-09-15T12:54:13.000Z,0,0,73812101@N06,pedrolfa,true,0D9A3147,https://live.staticflickr.com/65535/50345248153_92b4881aa4_b.jpg,true
2020-09-17T11:27:33.000Z,0,0,42681849@N07,zphotographics,true,"920_0304 Grevy's Zebra",https://live.staticflickr.com/65535/50359921241_981a8de424_b.jpg,unknown
2020-09-16T11:42:16.000Z,0,0,69239666@N06,Andrew I Thompson,true,"Grevy's Zebra",https://live.staticflickr.com/65535/50359593742_47fd624a05_b.jpg,false
2020-08-08T12:41:14.000Z,0,0,15783125@N06,digi56,true,Zebra,https://live.staticflickr.com/65535/50236993448_98bf9ebf75_b.jpg,false
2020-08-11T12:18:24.000Z,0,0,66833533@N03,mark f2.9,true,Zebra Foal (12 hours old) and Mother 4,https://live.staticflickr.com/65535/50228487366_3337538207_b.jpg,false
2020-08-07T11:29:36.000Z,53.228337,-2.887069,47439051@N08,Lawrence Holmes.,true,P1080429-1 Grevy’s zebra,https://live.staticflickr.com/65535/50225909431_492ea74f21_b.jpg,false
2020-08-14T14:50:46.000Z,0,0,126654647@N04,jwilko_87,true,Zebra at Blackpool Zoo,https://live.staticflickr.com/65535/50226994916_8a343e0d0b_b.jpg,false
2020-08-15T09:46:23.000Z,53.501876,-1.038798,186349265@N08,bkandllbrady,true,We Are Together !!,https://live.staticflickr.com/65535/50232082066_8b8827342f_b.jpg,false
2020-08-11T12:20:11.000Z,0,0,66833533@N03,mark f2.9,true,"Learning it's your tail",https://live.staticflickr.com/65535/50228487541_e34aa99596_b.jpg,false
2020-08-11T12:26:45.000Z,0,0,66833533@N03,mark f2.9,true,Zebra Foal (12 hours old) and Mother  1,https://live.staticflickr.com/65535/50228706547_24c6209e36_b.jpg,false
2020-08-15T11:40:25.000Z,0,0,130392678@N06,"HDR's Photos",true,ZEBRA,https://live.staticflickr.com/65535/50234338883_f7b6cd9a0d_b.jpg,false
2020-08-15T11:42:12.000Z,0,0,130392678@N06,"HDR's Photos",true,ZEBRA,https://live.staticflickr.com/65535/50234994401_40e5271441_b.jpg,false
2020-08-11T12:21:44.000Z,0,0,66833533@N03,mark f2.9,true,Zebra Foal (12 hours old) and Mother 3,https://live.staticflickr.com/65535/50227844463_b70d45b9a5_b.jpg,false
2020-08-15T11:43:08.000Z,0,0,130392678@N06,"HDR's Photos",true,ZEBRA,https://live.staticflickr.com/65535/50235210032_618a0d3d66_b.jpg,false
2020-08-11T12:22:00.000Z,0,0,66833533@N03,mark f2.9,true,Two Zebra Foals and Mothers,https://live.staticflickr.com/65535/50228487111_fd7bd63aec_b.jpg,false
2020-08-10T08:58:31.000Z,0,0,71867996@N04,Harry Rother,true,"Portrait of a Grevy's Zebra",https://live.staticflickr.com/65535/50221644357_44b4346ca6_b.jpg,false